d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
1263,45007,SC,Anderson County,3,29703,893
1264,48023,TX,Baylor County,6,630,2334
1265,37069,NC,Franklin County,2,9624,1877
1266,27097,MN,Morrison County,6,3871,2987
1267,6099,CA,Stanislaus County,2,77913,3923
1268,13247,GA,Rockdale County,1,12943,342
1269,27075,MN,Lake County,6,946,3443
1270,29051,MO,Cole County,3,7821,1034
1271,49023,UT,Juab County,2,1157,8822
1272,28057,MS,Itawamba County,7,4062,1400
1273,21035,KY,Calloway County,7,7430,1064
1274,19107,IA,Keokuk County,8,1199,1502
1275,31131,NE,Otoe County,6,1489,1603
1276,12119,FL,Sumter County,4,12115,2365
1277,27167,MN,Wilkin County,6,553,751
1278,41023,OR,Grant County,9,1132,11731
1279,37189,NC,Watauga County,6,11717,312.56
1280,40119,OK,Payne County,4,18413,1806
1281,40095,OK,Marshall County,6,2499,1614
1282,18121,IN,Parke County,6,2497,1166
1283,4015,AZ,Mohave County,4,36665,34886
1284,37051,NC,Cumberland County,2,59570,3152
1285,19167,IA,Sioux County,6,2374,5354
1286,20057,KS,Ford County,5,4453,1260
1287,47015,TN,Cannon County,1,2149,688
1288,13299,GA,Ware County,4,8501,
1289,26071,MI,Iron County,7,1672,8552
1290,17095,IL,Knox County,4,8036,2958
1291,26089,MI,Leelanau County,9,1739,6559
1292,6009,CA,Calaveras County,6,5833,2685
1293,27027,MN,Clay County,3,7167,571
1294,29165,MO,Platte County,1,5915,5467
1295,20099,KS,Labette County,7,4161,1692
1296,29113,MO,Lincoln County,1,6132,27549
1297,46102,SD,Oglala Lakota County,7,5854,5430
1298,33019,NH,Sullivan County,7,4016,2582
1299,47181,TN,Wayne County,8,3032,1741
1300,26097,MI,Mackinac County,7,1465,5440
1301,56033,WY,Sheridan County,7,2691,6545
1302,17037,IL,DeKalb County,1,15566,702
1303,29035,MO,Carter County,9,1298,8672
1304,5091,AR,Miller County,3,9504,1554
1305,28069,MS,Kemper County,9,2532,1987
1306,42019,PA,Butler County,1,13334,1218
1307,18081,IN,Johnson County,1,11300,10812
1308,29023,MO,Butler County,7,9237,1218
1309,34015,NJ,Gloucester County,1,22402,873
1310,51087,VA,Henrico County,1,29583,634
1311,1047,AL,Dallas County,4,13987,2353
1312,36041,NY,Hamilton County,8,463,4682
1313,5105,AR,Perry County,2,1689,887
1314,19157,IA,Poweshiek County,7,1863,1518
1315,20041,KS,Dickinson County,7,2084,987
1316,29225,MO,Webster County,2,6189,556
1317,26011,MI,Arenac County,8,2456,1763
1318,46019,SD,Butte County,6,1399,4344
1319,13127,GA,Glynn County,3,15916,1516
1320,55057,WI,Juneau County,7,3561,2083
1321,18127,IN,Porter County,1,12749,1351
1322,20083,KS,Hodgeman County,9,183,2228
1323,55127,WI,Walworth County,4,11191,577
1324,49055,UT,Wayne County,9,400,1741
1325,10001,DE,Kent County,3,23060,2259
1326,16007,ID,Bear Lake County,7,823,2718
1327,39117,OH,Morrow County,1,4214,5307
1328,36027,NY,Dutchess County,2,25588,2138
1329,9007,CT,Middlesex County,1,12513,2195
1330,8095,CO,Phillips County,9,484,13499
1331,18007,IN,Benton County,3,980,1759
1332,9011,CT,New London County,2,23961,1999
1333,47019,TN,Carter County,3,11903,8672
1334,18117,IN,Orange County,6,3103,2455
1335,36035,NY,Fulton County,4,7878,1385
1336,30105,MT,Valley County,7,928,9670
1337,48063,TX,Camp County,6,2456,526
1338,28141,MS,Tishomingo County,8,3362,1151
1339,20053,KS,Ellsworth County,7,545,1874
1340,2220,AK,Sitka Borough,7,690,
1341,48419,TX,Shelby County,6,5345,2030
1342,28065,MS,Jefferson Davis County,8,3034,1060
1343,48189,TX,Hale County,4,6809,1700
1344,20177,KS,Shawnee County,3,18931,1441
1345,1027,AL,Clay County,9,2495,571
1346,19181,IA,Warren County,2,3263,2413
1347,19051,IA,Davis County,9,1125,1641
1348,48363,TX,Palo Pinto County,6,4547,2552
1349,13269,GA,Taylor County,8,2004,2550
1350,48017,TX,Bailey County,7,1165,2143
1351,13057,GA,Cherokee County,1,17948,1209
1352,56011,WY,Crook County,9,613,4235
1353,27059,MN,Isanti County,1,2955,1170
1354,46031,SD,Corson County,9,1614,6551
1355,28119,MS,Quitman County,6,2468,1053
1356,53031,WA,Jefferson County,6,3679,2911
1357,42109,PA,Snyder County,7,4775,860
1358,29201,MO,Scott County,5,7004,1381
1359,13001,GA,Appling County,7,3542,1326
1360,32013,NV,Humboldt County,7,1982,10495
1361,42111,PA,Somerset County,4,9885,10607
1362,27113,MN,Pennington County,6,1365,7211
1363,28163,MS,Yazoo County,6,8053,
1364,45081,SC,Saluda County,2,3329,1196
1365,39027,OH,Clinton County,6,5426,2895
1366,29059,MO,Dallas County,2,3025,2353
1367,16015,ID,Boise County,2,965,4938
1368,6083,CA,Santa Barbara County,2,59468,9814
1369,21219,KY,Todd County,8,2457,2536
1370,48405,TX,San Augustine County,9,1933,1534
1371,1017,AL,Chambers County,6,6656,2258
1372,56035,WY,Sublette County,9,646,12783
1373,12003,FL,Baker County,1,4329,7999
1374,27041,MN,Douglas County,7,3172,13297
1375,13093,GA,Dooly County,6,3386,1028
1376,29013,MO,Bates County,1,2204,2205
1377,4027,AZ,Yuma County,3,37850,14294
1378,29119,MO,McDonald County,2,4776,1398
1379,5073,AR,Lafayette County,8,1838,1655
1380,5031,AR,Craighead County,3,16548,1847
1381,47121,TN,Meigs County,8,2164,561
1382,54019,WV,Fayette County,6,8365,1731
1383,24005,MD,Baltimore County,1,72978,1766
1384,51101,VA,King William County,1,1248,740
1385,48409,TX,San Patricio County,2,10570,1833
1386,48073,TX,Cherokee County,6,9463,1209
1387,5019,AR,Clark County,7,4406,20955
1388,49011,UT,Davis County,2,21271,1641
1389,53015,WA,Cowlitz County,3,16863,3021
1390,42021,PA,Cambria County,3,20033,1796
1391,51678,VA,Lexington city,6,965,
1392,55079,WI,Milwaukee County,1,183511,3081
1393,48315,TX,Marion County,8,2250,3093
1394,42093,PA,Montour County,6,1966,343
1395,17167,IL,Sangamon County,3,26767,2271
1396,51650,VA,Hampton city,1,21458,
1397,35035,NM,Otero County,4,12945,17162
1398,47155,TN,Sevier County,4,14386,4968
1399,17005,IL,Bond County,1,2031,991
1400,29159,MO,Pettis County,4,6263,1778
1401,20013,KS,Brown County,6,1272,2478
1402,47089,TN,Jefferson County,3,8112,2911
1403,29083,MO,Henry County,6,4402,1023
1404,51105,VA,Lee County,8,6727,3139
1405,6065,CA,Riverside County,1,359774,18915
1406,18175,IN,Washington County,1,3898,8430
1407,36055,NY,Monroe County,1,106742,9679
1408,19035,IA,Cherokee County,6,1213,1209
1409,48161,TX,Freestone County,7,3435,2311
1410,45091,SC,York County,1,27264,1270
1411,40101,OK,Muskogee County,4,14106,2173
1412,46079,SD,Lake County,6,1049,3443
1413,49033,UT,Rich County,8,215,2813
1414,48139,TX,Ellis County,1,16121,2465
1415,51049,VA,Cumberland County,1,1747,3152
1416,27071,MN,Koochiching County,7,1773,8170
1417,8067,CO,La Plata County,6,5861,4403
1418,2060,AK,Bristol Bay Borough,9,100,2299
1419,48445,TX,Terry County,6,2532,2308
1420,21201,KY,Robertson County,8,514,2242
1421,13025,GA,Brantley County,3,3795,1159
1422,16077,ID,Power County,3,1188,3736
1423,31137,NE,Phelps County,7,827,1746
1424,39155,OH,Trumbull County,2,34839,1644
1425,39165,OH,Warren County,1,11823,2413
1426,13241,GA,Rabun County,9,2794,976
1427,40015,OK,Caddo County,6,5877,3342
1428,45041,SC,Florence County,3,24811,2082
1429,56003,WY,Big Horn County,9,1342,12998
1430,51109,VA,Louisa County,1,4261,1323
1431,53065,WA,Stevens County,6,6284,6580
1432,26069,MI,Iosco County,7,4531,4897
1433,34033,NJ,Salem County,1,7868,965
1434,37091,NC,Hertford County,7,5612,933
1435,6049,CA,Modoc County,6,1571,10887
1436,18085,IN,Kosciusko County,4,7985,1436
1437,31083,NE,Harlan County,9,414,1212
1438,13293,GA,Upson County,6,5124,849
1439,51033,VA,Caroline County,1,2937,1379
1440,20033,KS,Comanche County,9,208,2807
1441,12125,FL,Union County,6,2512,5280
1442,37057,NC,Davidson County,4,25150,1363
1443,50015,VT,Lamoille County,8,2986,1201
1444,30021,MT,Dawson County,7,989,6172
1445,13009,GA,Baldwin County,4,10273,5250
1446,6035,CA,Lassen County,6,4085,12226
1447,21127,KY,Lawrence County,6,4251,1860
1448,17003,IL,Alexander County,7,1857,654
1449,13279,GA,Toombs County,7,6266,955
1450,39169,OH,Wayne County,4,13372,1741
1451,53007,WA,Chelan County,3,8665,7754
1452,13097,GA,Douglas County,1,18191,13297
1453,21193,KY,Perry County,7,8254,887
1454,6053,CA,Monterey County,2,53898,9767
1455,13223,GA,Paulding County,1,13373,1077
1456,55039,WI,Fond du Lac County,3,7631,1983
1457,55005,WI,Barron County,6,5041,2305
1458,19019,IA,Buchanan County,6,2084,1305
1459,48187,TX,Guadalupe County,1,15051,7852
1460,23031,ME,York County,2,16132,1270
1461,23029,ME,Washington County,7,5615,8430
1462,37135,NC,Orange County,2,17049,2455
1463,42119,PA,Union County,4,4284,5280
1464,45059,SC,Laurens County,2,11753,2120
1465,28031,MS,Covington County,8,4531,2704
1466,2180,AK,Nome Census Area,7,2337,28278
1467,47117,TN,Marshall County,6,4148,1614
1468,45047,SC,Greenwood County,4,14687,2985
1469,1041,AL,Crenshaw County,8,2822,1582
1470,40057,OK,Harmon County,9,679,1395
1471,38093,ND,Stutsman County,7,2184,5952
1472,51153,VA,Prince William County,1,33308,902
1473,28021,MS,Claiborne County,6,3060,1144
1474,39111,OH,Monroe County,8,2130,9679
1475,51011,VA,Appomattox County,3,2130,864
1476,39109,OH,Miami County,2,9860,1060
1477,20183,KS,Smith County,9,507,2459
1478,51600,VA,Fairfax city,1,1611,
1479,20003,KS,Anderson County,6,992,893
1480,21223,KY,Trimble County,1,1263,405
1481,5101,AR,Newton County,9,1566,2132
1482,46065,SD,Hughes County,7,1430,2110
1483,20009,KS,Barton County,7,3621,2332
1484,56043,WY,Washakie County,7,1060,5809
1485,49045,UT,Tooele County,2,5189,18874
1486,48157,TX,Fort Bend County,1,60925,2282
1487,31029,NE,Chase County,9,359,2015
1488,48273,TX,Kleberg County,4,6871,2824
1489,38077,ND,Richland County,6,1558,1999
1490,53033,WA,King County,1,196841,5974
1491,28117,MS,Prentiss County,7,5868,1083
1492,55109,WI,St. Croix County,1,4917,1906
1493,13155,GA,Irwin County,7,1997,939
1494,55095,WI,Polk County,6,4233,5174
1495,2130,AK,Ketchikan Gateway Borough,7,1245,4545
1496,55009,WI,Brown County,2,24903,2478
1497,21139,KY,Livingston County,9,1329,1516
1498,20049,KS,Elk County,8,447,2155
1499,31183,NE,Wheeler County,9,88,4442
1500,45023,SC,Chester County,6,6328,1968
1501,51017,VA,Bath County,9,516,1384
1502,12131,FL,Walton County,6,8331,1240
1503,20131,KS,Nemaha County,8,928,1863
1504,37115,NC,Madison County,2,3786,9331
1505,39143,OH,Sandusky County,4,6750,1082
1506,18049,IN,Fulton County,7,2471,1385
1507,39123,OH,Ottawa County,2,4160,4227
1508,17195,IL,Whiteside County,4,6586,697
1509,48337,TX,Montague County,6,3165,2431
1510,26137,MI,Otsego County,7,3369,2597
1511,9005,CT,Litchfield County,4,12952,2446
1512,6057,CA,Nevada County,4,10662,2524
1513,48209,TX,Hays County,1,24332,1761
1514,45037,SC,Edgefield County,2,4180,1312
1515,55137,WI,Waushara County,8,3263,637
1516,31125,NE,Nance County,9,432,1160
1517,20007,KS,Barber County,9,559,2943
1518,42025,PA,Carbon County,2,8210,20627
1519,20071,KS,Greeley County,9,149,1478
1520,36051,NY,Livingston County,1,8072,1516
1521,48483,TX,Wheeler County,9,736,4442
1522,6021,CA,Glenn County,6,4632,3437
1523,39015,OH,Brown County,1,7196,2478
1524,42009,PA,Bedford County,6,6550,2635
1525,26081,MI,Kent County,2,76343,2259
1526,13207,GA,Monroe County,3,3197,9679
1527,20067,KS,Grant County,7,909,11731
1528,48407,TX,San Jacinto County,1,4876,1626
1529,8075,CO,Logan County,7,3056,1108
1530,21003,KY,Allen County,6,3790,1710
1531,30043,MT,Jefferson County,9,1032,2911
1532,26041,MI,Delta County,5,5107,2975
1533,35028,NM,Los Alamos County,6,720,283
1534,16053,ID,Jerome County,7,3644,1559
1535,28081,MS,Lee County,5,14332,3139
1536,21013,KY,Bell County,7,10096,2818
1537,29163,MO,Pike County,6,2907,2043
1538,29155,MO,Pemiscot County,7,5198,1327
1539,16081,ID,Teton County,9,1057,10934
1540,55063,WI,La Crosse County,3,14977,1243
1541,32015,NV,Lander County,7,674,14295
1542,56031,WY,Platte County,7,1031,5467
1543,27083,MN,Lyon County,7,3167,5222
1544,21041,KY,Carroll County,6,2152,2570
1545,17171,IL,Scott County,9,575,1381
1546,46057,SD,Hamlin County,9,557,1393
1547,19145,IA,Page County,7,2046,813
1548,13133,GA,Greene County,6,3067,1616
1549,29203,MO,Shannon County,9,2133,2600
1550,37109,NC,Lincoln County,4,10179,27549
1551,35007,NM,Colfax County,7,2525,9759
1552,46029,SD,Codington County,7,3264,1857
1553,50001,VT,Addison County,6,3318,807.76
1554,47149,TN,Rutherford County,1,31097,1466
1555,55081,WI,Monroe County,6,5384,9679
1556,53063,WA,Spokane County,2,64514,4612
1557,48179,TX,Gray County,6,4001,2407
1558,26045,MI,Eaton County,2,12005,1500
1559,8109,CO,Saguache County,9,1757,8206
1560,29141,MO,Morgan County,8,3885,1552
1561,16087,ID,Washington County,6,1517,8430
1562,26113,MI,Missaukee County,9,2198,1486
1563,29209,MO,Stone County,8,3960,1578
1564,38073,ND,Ransom County,8,421,2238
1565,42089,PA,Monroe County,4,19303,9679
1566,29217,MO,Vernon County,7,3498,2114
1567,55083,WI,Oconto County,2,3364,2976
1568,28045,MS,Hancock County,3,7976,6089
1569,13089,GA,DeKalb County,1,127476,702
1570,13309,GA,Wheeler County,9,2111,4442
1571,21135,KY,Lewis County,8,3545,6310
1572,46039,SD,Deuel County,9,411,1649
1573,48211,TX,Hemphill County,9,406,2362
1574,29215,MO,Texas County,9,7130,3054
1575,5053,AR,Grant County,2,2062,11731
1576,38099,ND,Walsh County,6,1176,1294
1577,45073,SC,Oconee County,6,11021,1745
1578,13081,GA,Crisp County,6,6751,728
1579,49025,UT,Kane County,6,745,10641
1580,40027,OK,Cleveland County,1,33109,1214
1581,36015,NY,Chemung County,3,12390,1064
1582,27121,MN,Pope County,8,991,2152
1583,16023,ID,Butte County,8,451,4344
1584,46037,SD,Day County,9,759,2826
1585,31005,NE,Arthur County,9,56,1860
1586,50009,VT,Essex County,9,966,4964
1587,16051,ID,Jefferson County,3,2875,2911
1588,12077,FL,Liberty County,8,1468,3046
1589,4001,AZ,Apache County,6,23966,29056
1590,41047,OR,Marion County,2,44581,3093
1591,48271,TX,Kinney County,9,652,3536
1592,22127,LA,Winn Parish,6,3080,
1593,31011,NE,Boone County,9,525,1303
1594,26121,MI,Muskegon County,3,31393,3780
1595,46023,SD,Charles Mix County,9,1951,2979
1596,30073,MT,Pondera County,7,1083,4247
1597,30029,MT,Flathead County,5,11897,13614
1598,29510,MO,St. Louis city,1,73250,171.128084
1599,36079,NY,Putnam County,1,5844,2142
1600,18013,IN,Brown County,1,1613,2478
1601,48215,TX,Hidalgo County,2,262028,8925
1602,12069,FL,Lake County,1,39212,3443
1603,31177,NE,Washington County,2,1405,8430
1604,47071,TN,Hardin County,6,5438,1544
1605,48057,TX,Calhoun County,3,3420,1861
1606,42073,PA,Lawrence County,4,11672,1860
1607,22061,LA,Lincoln Parish,4,12959,1223
1608,39133,OH,Portage County,2,20743,2131
1609,30039,MT,Granite County,8,438,4489
1610,53037,WA,Kittitas County,6,7724,6043
1611,53005,WA,Benton County,3,20153,1759
1612,27063,MN,Jackson County,7,858,7257
1613,48181,TX,Grayson County,3,16550,2536
1614,13145,GA,Harris County,2,2883,4604
1615,20063,KS,Gove County,9,264,2775
1616,24027,MD,Howard County,1,16536,657
1617,26099,MI,Macomb County,1,94224,1476
1618,39029,OH,Columbiana County,4,17130,1386
1619,1075,AL,Lamar County,9,2545,2415
1620,20185,KS,Stafford County,9,547,725
1621,51177,VA,Spotsylvania County,1,9648,1068
1622,20203,KS,Wichita County,9,244,1639
1623,38031,ND,Foster County,9,287,1675
1624,39147,OH,Seneca County,4,6782,1431
1625,28047,MS,Harrison County,3,40472,2528
1626,26119,MI,Montmorency County,9,1535,1457
1627,39045,OH,Fairfield County,1,14445,2168
1628,1079,AL,Lawrence County,3,5530,1860
1629,29019,MO,Boone County,3,27774,1303
1630,37187,NC,Washington County,7,3147,8430
1631,5127,AR,Scott County,6,1991,1381
1632,27095,MN,Mille Lacs County,6,3047,1766
1633,18093,IN,Lawrence County,4,6139,1860
1634,31157,NE,Scotts Bluff County,5,5645,1931
1635,51025,VA,Brunswick County,6,3275,2720
1636,29175,MO,Randolph County,6,3616,2693
1637,39069,OH,Henry County,6,2258,1023
1638,17091,IL,Kankakee County,3,14958,1765
1639,49003,UT,Box Elder County,4,5008,17428
1640,39087,OH,Lawrence County,2,10771,1860
1641,30097,MT,Sweet Grass County,9,351,4823
1642,26131,MI,Ontonagon County,9,925,9690
1643,47053,TN,Gibson County,4,8157,1293
1644,27145,MN,Stearns County,3,17429,3600
1645,16069,ID,Nez Perce County,3,5861,2218
1646,12029,FL,Dixie County,6,3697,2237
1647,48171,TX,Gillespie County,7,2563,2749
1648,20021,KS,Cherokee County,6,3148,1209
1649,55123,WI,Vernon County,6,5019,2114
1650,18179,IN,Wells County,2,2663,959
1651,5107,AR,Phillips County,7,6042,13499
1652,31145,NE,Red Willow County,7,1100,1860
1653,54063,WV,Monroe County,8,2295,9679
1654,55087,WI,Outagamie County,3,14548,1669
1655,1123,AL,Tallapoosa County,6,8111,1985
1656,19133,IA,Monona County,6,1111,1795
1657,41063,OR,Wallowa County,9,1000,3152
1658,54075,WV,Pocahontas County,9,1495,2439
1659,34037,NJ,Sussex County,1,8460,3097
1660,30009,MT,Carbon County,3,1071,20627
1661,21113,KY,Jessamine County,2,8014,452
1662,49007,UT,Carbon County,7,3013,20627
1663,29135,MO,Moniteau County,3,1696,1085
1664,39107,OH,Mercer County,7,3308,1090
1665,54069,WV,Ohio County,3,6361,282
1666,21167,KY,Mercer County,6,3088,1090
1667,1107,AL,Pickens County,8,4756,1326
1668,51065,VA,Fluvanna County,3,1867,752
1669,8037,CO,Eagle County,5,4239,4382
1670,13251,GA,Screven County,6,3744,1698
1671,18123,IN,Perry County,6,2612,887
1672,39163,OH,Vinton County,9,2661,415
1673,6073,CA,San Diego County,1,400028,11721
1674,19083,IA,Hardin County,6,1807,1544
1675,31085,NE,Hayes County,9,150,1848
1676,56041,WY,Uinta County,7,2183,5407
1677,46059,SD,Hand County,9,295,1440
1678,27163,MN,Washington County,1,11304,8430
1679,48207,TX,Haskell County,6,1258,1619
1680,26083,MI,Keweenaw County,9,269,15452
1681,48129,TX,Donley County,8,593,2417
1682,37025,NC,Cabarrus County,1,21980,945
1683,30013,MT,Cascade County,3,11333,7023
1684,40049,OK,Garvin County,6,4791,2107
1685,30031,MT,Gallatin County,5,11526,6816
1686,35055,NM,Taos County,7,7354,5710
1687,18161,IN,Union County,8,912,5280
1688,51700,VA,Newport News city,1,25395,
1689,37127,NC,Nash County,3,15151,1406
1690,50021,VT,Rutland County,5,7591,2447
1691,21197,KY,Powell County,6,3185,6042
1692,37041,NC,Chowan County,7,2665,604
1693,48489,TX,Willacy County,6,7076,2031
1694,27035,MN,Crow Wing County,5,6975,2995
1695,41041,OR,Lincoln County,4,9289,27549
1696,31167,NE,Stanton County,9,449,1116
1697,55105,WI,Rock County,3,20393,1881
1698,36007,NY,Broome County,2,30417,1853
1699,28017,MS,Chickasaw County,7,3715,1306
1700,36081,NY,Queens County,1,307866,2020.17
1701,40139,OK,Texas County,7,2861,3054
1702,42115,PA,Susquehanna County,6,5117,2156
1703,22113,LA,Vermilion Parish,4,11669,3984
1704,20163,KS,Rooks County,9,592,2319
1705,54095,WV,Tyler County,6,1431,2423
1706,51149,VA,Prince George County,1,3176,730
1707,13033,GA,Burke County,2,5986,1334
1708,16079,ID,Shoshone County,6,2319,6826
1709,20133,KS,Neosho County,7,2552,1497
1710,18027,IN,Daviess County,7,4609,1234
1711,13101,GA,Echols County,3,913,1090
1712,31081,NE,Hamilton County,7,697,4682
1713,8105,CO,Rio Grande County,7,1972,2362
1714,5079,AR,Lincoln County,3,2726,27549
1715,12017,FL,Citrus County,4,23472,2002
1716,48387,TX,Red River County,6,2057,2739
1717,41019,OR,Douglas County,4,16692,13297
1718,22117,LA,Washington Parish,6,12371,
1719,28115,MS,Pontotoc County,7,5725,1879
1720,1005,AL,Barbour County,6,6787,888
1721,31129,NE,Nuckolls County,9,525,1492
1722,16063,ID,Lincoln County,9,665,27549
1723,46111,SD,Sanborn County,9,268,1477
1724,12051,FL,Hendry County,4,9712,3082
1725,37179,NC,Union County,1,20266,5280
1726,48039,TX,Brazoria County,1,34053,4137
1727,20087,KS,Jefferson County,3,1765,2911
1728,8051,CO,Gunnison County,7,2128,8443
1729,12123,FL,Taylor County,6,4291,2550
1730,47069,TN,Hardeman County,6,5443,1736
1731,28137,MS,Tate County,1,4648,1064
1732,8063,CO,Kit Carson County,7,1023,5598
1733,18011,IN,Boone County,1,4481,1303
1734,55133,WI,Waukesha County,1,20315,581
1735,8011,CO,Bent County,7,1358,3991
1736,51800,VA,Suffolk city,1,10303,
1737,13191,GA,McIntosh County,3,2847,1488
1738,36111,NY,Ulster County,3,23815,3006
1739,41021,OR,Gilliam County,9,223,3167
1740,39019,OH,Carroll County,2,3475,2570
1741,45057,SC,Lancaster County,4,11381,2548
1742,48279,TX,Lamb County,6,2803,2636
1743,51540,VA,Charlottesville city,3,10235,
1744,55089,WI,Ozaukee County,1,4626,2891
1745,22115,LA,Vernon Parish,4,7191,3474
1746,42077,PA,Lehigh County,2,48796,902
1747,8021,CO,Conejos County,9,1836,3343
1748,13065,GA,Clinch County,6,1752,2135
1749,16001,ID,Ada County,2,46600,2746
1750,24015,MD,Cecil County,1,10099,1082
1751,18095,IN,Madison County,3,21548,9331
1752,9015,CT,Windham County,4,13297,
1753,36099,NY,Seneca County,6,4322,1431
1754,20023,KS,Cheyenne County,9,292,3099
1755,22049,LA,Jackson Parish,6,3122,1503
1756,28109,MS,Pearl River County,6,10031,2121
1757,54105,WV,Wirt County,3,1049,235
1758,1031,AL,Coffee County,6,7271,1762
1759,39125,OH,Paulding County,6,2004,1077
1760,18061,IN,Harrison County,1,3997,2528
1761,28051,MS,Holmes County,6,7249,1266
1762,48481,TX,Wharton County,4,7163,2835
1763,20199,KS,Wallace County,9,179,2367
1764,41009,OR,Columbia County,1,5537,1783
1765,29125,MO,Maries County,8,1331,1373
1766,48265,TX,Kerr County,4,7348,2869
1767,29147,MO,Nodaway County,6,3251,2273
1768,48037,TX,Bowie County,3,16884,2390
1769,12097,FL,Osceola County,1,49326,3901
1770,20201,KS,Washington County,9,588,8430
1771,6003,CA,Alpine County,8,199,1925
1772,20207,KS,Woodson County,9,571,1309
1773,39173,OH,Wood County,2,14060,377
1774,24017,MD,Charles County,1,11536,1666
1775,37153,NC,Richmond County,4,10900,851
1776,48069,TX,Castro County,6,1372,2329
1777,22029,LA,Concordia Parish,7,5239,1939
1778,6013,CA,Contra Costa County,1,97573,2078
1779,17061,IL,Greene County,6,1928,1616
1780,35001,NM,Bernalillo County,2,107909,3027
1781,23009,ME,Hancock County,6,5877,6089
1782,23023,ME,Sagadahoc County,2,3245,959
1783,47147,TN,Robertson County,1,7061,2242
1784,44005,RI,Newport County,1,7120,190
1785,17051,IL,Fayette County,6,3013,1731
1786,29073,MO,Gasconade County,6,1758,1363
1787,28143,MS,Tunica County,1,3164,1245
1788,13039,GA,Camden County,4,7573,1836
1789,21015,KY,Boone County,1,9662,1303
1790,20105,KS,Lincoln County,9,373,27549
1791,12113,FL,Santa Rosa County,2,17308,3040
1792,42107,PA,Schuylkill County,4,17479,2027
1793,42067,PA,Juniata County,6,2490,1019
1794,17009,IL,Brown County,7,774,2478
1795,39081,OH,Jefferson County,3,10469,2911
1796,18071,IN,Jackson County,4,5677,7257
1797,19087,IA,Henry County,7,2279,1023
1798,48261,TX,Kenedy County,9,65,5039
1799,17197,IL,Will County,1,48627,849
1800,45025,SC,Chesterfield County,6,9310,2087
1801,5061,AR,Howard County,7,2455,657
1802,48095,TX,Concho County,8,682,2574
1803,17079,IL,Jasper County,7,1009,2511
1804,12041,FL,Gilchrist County,3,2825,921
1805,35029,NM,Luna County,6,6601,7680
1806,13017,GA,Ben Hill County,7,4467,658
1807,46135,SD,Yankton County,7,2428,532
1808,22005,LA,Ascension Parish,2,12864,784
1809,37081,NC,Guilford County,2,92205,1703
1810,51023,VA,Botetourt County,2,2560,1414
1811,18039,IN,Elkhart County,3,26390,1212
1812,21105,KY,Hickman County,9,884,1587
1813,39053,OH,Gallia County,6,5995,1220
1814,42011,PA,Berks County,2,52766,2242
1815,48399,TX,Runnels County,6,1766,2738
1816,29169,MO,Pulaski County,5,6044,2092
1817,51147,VA,Prince Edward County,6,4274,916
1818,30005,MT,Blaine County,9,1581,6892
1819,54055,WV,Mercer County,5,11978,1090
1820,48245,TX,Jefferson County,2,47920,2911
1821,22011,LA,Beauregard Parish,6,5243,3020
1822,13169,GA,Jones County,3,3482,2517
1823,29167,MO,Polk County,2,5004,5174
1824,25025,MA,Suffolk County,1,143799,6146
1825,51083,VA,Halifax County,6,6380,2149
1826,55119,WI,Taylor County,6,2376,2550
1827,47075,TN,Haywood County,6,3530,1436
1828,29063,MO,DeKalb County,3,1429,702
1829,37155,NC,Robeson County,4,35835,2463
1830,21235,KY,Whitley County,7,10026,445
1831,17143,IL,Peoria County,2,27254,1634
1832,50025,VT,Windham County,6,5318,
1833,12049,FL,Hardee County,6,6081,1653
1834,6069,CA,San Benito County,1,6206,3206
1835,30047,MT,Lake County,6,5645,3443
1836,27067,MN,Kandiyohi County,4,4815,2232
1837,48233,TX,Hutchinson County,6,2783,2318
1838,51720,VA,Norton city,7,875,
1839,30001,MT,Beaverhead County,7,1291,14432
1840,38097,ND,Traill County,8,642,2235
1841,36089,NY,St. Lawrence County,5,17225,7308
1842,48249,TX,Jim Wells County,4,9459,2248
1843,19067,IA,Floyd County,7,2004,1024
1844,21161,KY,Mason County,6,3256,1152
1845,46069,SD,Hyde County,9,122,3688
1846,8069,CO,Larimer County,2,37023,6822
1847,45089,SC,Williamsburg County,6,9141,937
1848,19165,IA,Shelby County,6,1037,2030
1849,4019,AZ,Pima County,2,180513,23799
1850,29049,MO,Clinton County,1,2089,2895
1851,51091,VA,Highland County,9,293,1445
1852,5131,AR,Sebastian County,2,21232,1414
1853,5003,AR,Ashley County,7,3636,2432
1854,41005,OR,Clackamas County,1,35366,4867
1855,29089,MO,Howard County,3,1484,657
1856,56019,WY,Johnson County,7,737,10812
1857,36009,NY,Cattaraugus County,4,11014,3425
1858,44009,RI,Washington County,1,11789,8430
1859,39135,OH,Preble County,2,4494,1104
1860,37141,NC,Pender County,2,8683,2416
1861,40031,OK,Comanche County,3,18024,2807
1862,39149,OH,Shelby County,4,4490,2030
1863,48507,TX,Zavala County,7,3991,3372
1864,47059,TN,Greene County,6,11398,1616
1865,54089,WV,Summers County,7,2921,952
1866,37131,NC,Northampton County,9,4319,977
1867,8111,CO,San Juan County,9,107,20547
1868,18043,IN,Floyd County,1,7759,1024
1869,2068,AK,Denali Borough,8,121,33086
1870,29095,MO,Jackson County,1,105697,7257
1871,46051,SD,Grant County,7,705,11731
1872,48329,TX,Midland County,3,15599,1367
1873,54061,WV,Monongalia County,3,18202,948
