d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population
1255,8121,CO,Washington County,9,674,32190
1256,36057,NY,Montgomery County,4,9610,1058810
1257,38043,ND,Kidder County,8,303,2428
1258,48177,TX,Gonzales County,6,3519,20312
1259,29177,MO,Ray County,1,2453,23039
1260,1131,AL,Wilcox County,8,3466,11307
1261,49041,UT,Sevier County,7,2907,20852
1262,20017,KS,Chase County,8,287,2700
1263,45007,SC,Anderson County,3,29703,75542
1264,48023,TX,Baylor County,6,630,3614
1265,37069,NC,Franklin County,2,9624,71221
1266,27097,MN,Morrison County,6,3871,32872
1267,6099,CA,Stanislaus County,2,77913,525491
1268,13247,GA,Rockdale County,1,12943,86919
1269,27075,MN,Lake County,6,946,63860
1270,29051,MO,Cole County,3,7821,76699
1271,49023,UT,Juab County,2,1157,10348
1272,28057,MS,Itawamba County,7,4062,23434
1273,21035,KY,Calloway County,7,7430,37657
1274,19107,IA,Keokuk County,8,1199,10329
1275,31131,NE,Otoe County,6,1489,15752
1276,12119,FL,Sumter County,4,12115,13361
1277,27167,MN,Wilkin County,6,553,6557
1278,41023,OR,Grant County,9,1132,7283
1279,37189,NC,Watauga County,6,11717,52372
1280,40119,OK,Payne County,4,18413,79066
1281,40095,OK,Marshall County,6,2499,94760
1282,18121,IN,Parke County,6,2497,17202
1283,4015,AZ,Mohave County,4,36665,203030
1284,37051,NC,Cumberland County,2,59570,285456
1285,19167,IA,Sioux County,6,2374,1313
1286,20057,KS,Ford County,5,4453,13832
1287,47015,TN,Cannon County,1,2149,13775
1288,13299,GA,Ware County,4,8501,35709
1289,26071,MI,Iron County,7,1672,46780
1290,17095,IL,Knox County,4,8036,39550
1291,26089,MI,Leelanau County,9,1739,21747
1292,6009,CA,Calaveras County,6,5833,44515
1293,27027,MN,Clay County,3,7167,10584
1294,29165,MO,Platte County,1,5915,8765
1295,20099,KS,Labette County,7,4161,20916
1296,29113,MO,Lincoln County,1,6132,5245
1297,46102,SD,Oglala Lakota County,7,5854,14118
1298,33019,NH,Sullivan County,7,4016,76665
1299,47181,TN,Wayne County,8,3032,1775273
1300,26097,MI,Mackinac County,7,1465,11061
1301,56033,WY,Sheridan County,7,2691,29824
1302,17037,IL,DeKalb County,1,15566,713340
1303,29035,MO,Carter County,9,1298,1174
1304,5091,AR,Miller County,3,9504,25092
1305,28069,MS,Kemper County,9,2532,10294
1306,42019,PA,Butler County,1,13334,371272
1307,18081,IN,Johnson County,1,11300,8628
1308,29023,MO,Butler County,7,9237,371272
1309,34015,NJ,Gloucester County,1,22402,290265
1310,51087,VA,Henrico County,1,29583,318611
1311,1047,AL,Dallas County,4,13987,2480331
1312,36041,NY,Hamilton County,8,463,4773
1313,5105,AR,Perry County,2,1689,28010
1314,19157,IA,Poweshiek County,7,1863,18601
1315,20041,KS,Dickinson County,7,2084,16955
1316,29225,MO,Webster County,2,6189,8893
1317,26011,MI,Arenac County,8,2456,15487
1318,46019,SD,Butte County,6,1399,222090
1319,13127,GA,Glynn County,3,15916,81508
1320,55057,WI,Juneau County,7,3561,26547
1321,18127,IN,Porter County,1,12749,166557
1322,20083,KS,Hodgeman County,9,183,1950
1323,55127,WI,Walworth County,4,11191,102945
1324,49055,UT,Wayne County,9,400,1775273
1325,10001,DE,Kent County,3,23060,621700
1326,16007,ID,Bear Lake County,7,823,5943
1327,39117,OH,Morrow County,1,4214,11336
1328,36027,NY,Dutchess County,2,25588,296916
1329,9007,CT,Middlesex County,1,12513,1552802
1330,8095,CO,Phillips County,9,484,4179
1331,18007,IN,Benton County,3,980,86591
1332,9011,CT,New London County,2,23961,274150
1333,47019,TN,Carter County,3,11903,1174
1334,18117,IN,Orange County,6,3103,3114363
1335,36035,NY,Fulton County,4,7878,984293
1336,30105,MT,Valley County,7,928,9606
1337,48063,TX,Camp County,6,2456,12413
1338,28141,MS,Tishomingo County,8,3362,19529
1339,20053,KS,Ellsworth County,7,545,6398
1340,2220,AK,Sitka Borough,7,690,
1341,48419,TX,Shelby County,6,5345,939465
1342,28065,MS,Jefferson Davis County,8,3034,11948
1343,48189,TX,Hale County,4,6809,15406
1344,20177,KS,Shawnee County,3,18931,178831
1345,1027,AL,Clay County,9,2495,10584
1346,19181,IA,Warren County,2,3263,65337
1347,19051,IA,Davis County,9,1125,322094
1348,48363,TX,Palo Pinto County,6,4547,27889
1349,13269,GA,Taylor County,8,2004,20610
1350,48017,TX,Bailey County,7,1165,7114
1351,13057,GA,Cherokee County,1,17948,27218
1352,56011,WY,Crook County,9,613,5240700
1353,27059,MN,Isanti County,1,2955,38204
1354,46031,SD,Corson County,9,1614,4215
1355,28119,MS,Quitman County,6,2468,7803
1356,53031,WA,Jefferson County,6,3679,659479
1357,42109,PA,Snyder County,7,4775,39865
1358,29201,MO,Scott County,5,7004,22015
1359,13001,GA,Appling County,7,3542,18440
1360,32013,NV,Humboldt County,7,1982,134493
1361,42111,PA,Somerset County,4,9885,51706
1362,27113,MN,Pennington County,6,1365,105761
1363,28163,MS,Yazoo County,6,8053,27883
1364,45081,SC,Saluda County,2,3329,20091
1365,39027,OH,Clinton County,6,5426,81591
1366,29059,MO,Dallas County,2,3025,2480331
1367,16015,ID,Boise County,2,965,6795
1368,6083,CA,Santa Barbara County,2,59468,435697
1369,21219,KY,Todd County,8,2457,24382
1370,48405,TX,San Augustine County,9,1933,8769
1371,1017,AL,Chambers County,6,6656,36812
1372,56035,WY,Sublette County,9,646,10041
1373,12003,FL,Baker County,1,4329,16018
1374,27041,MN,Douglas County,7,3172,106940
1375,13093,GA,Dooly County,6,3386,14304
1376,29013,MO,Bates County,1,2204,16550
1377,4027,AZ,Yuma County,3,37850,201201
1378,29119,MO,McDonald County,2,4776,22558
1379,5073,AR,Lafayette County,8,1838,32943
1380,5031,AR,Craighead County,3,16548,101488
1381,47121,TN,Meigs County,8,2164,11649
1382,54019,WV,Fayette County,6,8365,45599
1383,24005,MD,Baltimore County,1,72978,823015
1384,51101,VA,King William County,1,1248,16097
1385,48409,TX,San Patricio County,2,10570,66137
1386,48073,TX,Cherokee County,6,9463,27218
1387,5019,AR,Clark County,7,4406,2027868
1388,49011,UT,Davis County,2,21271,322094
1389,53015,WA,Cowlitz County,3,16863,101860
1390,42021,PA,Cambria County,3,20033,140499
1391,51678,VA,Lexington city,6,965,
1392,55079,WI,Milwaukee County,1,183511,956023
1393,48315,TX,Marion County,8,2250,323614
1394,42093,PA,Montour County,6,1966,18541
1395,17167,IL,Sangamon County,3,26767,199145
1396,51650,VA,Hampton city,1,21458,
1397,35035,NM,Otero County,4,12945,65616
1398,47155,TN,Sevier County,4,14386,20852
1399,17005,IL,Bond County,1,2031,17470
1400,29159,MO,Pettis County,4,6263,42205
1401,20013,KS,Brown County,6,1272,37749
1402,47089,TN,Jefferson County,3,8112,659479
1403,29083,MO,Henry County,6,4402,49044
1404,51105,VA,Lee County,8,6727,661115
1405,6065,CA,Riverside County,1,359774,2292507
1406,18175,IN,Washington County,1,3898,32190
1407,36055,NY,Monroe County,1,106742,76351
1408,19035,IA,Cherokee County,6,1213,27218
1409,48161,TX,Freestone County,7,3435,19646
1410,45091,SC,York County,1,27264,199431
1411,40101,OK,Muskogee County,4,14106,70303
1412,46079,SD,Lake County,6,1049,63860
1413,49033,UT,Rich County,8,215,2311
1414,48139,TX,Ellis County,1,16121,155976
1415,51049,VA,Cumberland County,1,1747,285456
1416,27071,MN,Koochiching County,7,1773,13206
1417,8067,CO,La Plata County,6,5861,53284
1418,2060,AK,Bristol Bay Borough,9,100,960
1419,48445,TX,Terry County,6,2532,12743
1420,21201,KY,Robertson County,8,514,16486
1421,13025,GA,Brantley County,3,3795,18292
1422,16077,ID,Power County,3,1188,7719
1423,31137,NE,Phelps County,7,827,44807
1424,39155,OH,Trumbull County,2,34839,206442
1425,39165,OH,Warren County,1,11823,65337
1426,13241,GA,Rabun County,9,2794,16235
1427,40015,OK,Caddo County,6,5877,29594
1428,45041,SC,Florence County,3,24811,138326
1429,56003,WY,Big Horn County,9,1342,13042
1430,51109,VA,Louisa County,1,4261,33945
1431,53065,WA,Stevens County,6,6284,43430
1432,26069,MI,Iosco County,7,4531,25429
1433,34033,NJ,Salem County,1,7868,65166
1434,37091,NC,Hertford County,7,5612,24431
1435,6049,CA,Modoc County,6,1571,9147
1436,18085,IN,Kosciusko County,4,7985,77963
1437,31083,NE,Harlan County,9,414,28499
1438,13293,GA,Upson County,6,5124,26566
1439,51033,VA,Caroline County,1,2937,29298
1440,20033,KS,Comanche County,9,208,124937
1441,12125,FL,Union County,6,2512,25652
1442,37057,NC,Davidson County,4,25150,658602
1443,50015,VT,Lamoille County,8,2986,25067
1444,30021,MT,Dawson County,7,989,9445
1445,13009,GA,Baldwin County,4,10273,182265
1446,6035,CA,Lassen County,6,4085,32163
1447,21127,KY,Lawrence County,6,4251,33587
1448,17003,IL,Alexander County,7,1857,6780
1449,13279,GA,Toombs County,7,6266,27273
1450,39169,OH,Wayne County,4,13372,1775273
1451,53007,WA,Chelan County,3,8665,73967
1452,13097,GA,Douglas County,1,18191,106940
1453,21193,KY,Perry County,7,8254,28010
1454,6053,CA,Monterey County,2,53898,428826
1455,13223,GA,Paulding County,1,13373,19254
1456,55039,WI,Fond du Lac County,3,7631,101798
1457,55005,WI,Barron County,6,5041,45676
1458,19019,IA,Buchanan County,6,2084,23597
1459,48187,TX,Guadalupe County,1,15051,4551
1460,23031,ME,York County,2,16132,199431
1461,23029,ME,Washington County,7,5615,32190
1462,37135,NC,Orange County,2,17049,3114363
1463,42119,PA,Union County,4,4284,25652
1464,45059,SC,Laurens County,2,11753,47999
1465,28031,MS,Covington County,8,4531,37886
1466,2180,AK,Nome Census Area,7,2337,9892
1467,47117,TN,Marshall County,6,4148,94760
1468,45047,SC,Greenwood County,4,14687,6424
1469,1041,AL,Crenshaw County,8,2822,13986
1470,40057,OK,Harmon County,9,679,2869
1471,38093,ND,Stutsman County,7,2184,21120
1472,51153,VA,Prince William County,1,33308,438580
1473,28021,MS,Claiborne County,6,3060,31560
1474,39111,OH,Monroe County,8,2130,76351
1475,51011,VA,Appomattox County,3,2130,15255
1476,39109,OH,Miami County,2,9860,103439
1477,20183,KS,Smith County,9,507,216080
1478,51600,VA,Fairfax city,1,1611,
1479,20003,KS,Anderson County,6,992,75542
1480,21223,KY,Trimble County,1,1263,8816
1481,5101,AR,Newton County,9,1566,8064
1482,46065,SD,Hughes County,7,1430,13823
1483,20009,KS,Barton County,7,3621,27509
1484,56043,WY,Washakie County,7,1060,8463
1485,49045,UT,Tooele County,2,5189,60762
1486,48157,TX,Fort Bend County,1,60925,652365
1487,31029,NE,Chase County,9,359,2700
1488,48273,TX,Kleberg County,4,6871,32101
1489,38077,ND,Richland County,6,1558,399256
1490,53033,WA,King County,1,196841,2044449
1491,28117,MS,Prentiss County,7,5868,25388
1492,55109,WI,St. Croix County,1,4917,85930
1493,13155,GA,Irwin County,7,1997,9427
1494,55095,WI,Polk County,6,4233,31569
1495,2130,AK,Ketchikan Gateway Borough,7,1245,13729
1496,55009,WI,Brown County,2,24903,37749
1497,21139,KY,Livingston County,9,1329,184443
1498,20049,KS,Elk County,8,447,31479
1499,31183,NE,Wheeler County,9,88,1381
1500,45023,SC,Chester County,6,6328,509468
1501,51017,VA,Bath County,9,516,4616
1502,12131,FL,Walton County,6,8331,59807
1503,20131,KS,Nemaha County,8,928,10161
1504,37115,NC,Madison County,2,3786,7712
1505,39143,OH,Sandusky County,4,6750,60098
1506,18049,IN,Fulton County,7,2471,984293
1507,39123,OH,Ottawa County,2,4160,272701
1508,17195,IL,Whiteside County,4,6586,57557
1509,48337,TX,Montague County,6,3165,19503
1510,26137,MI,Otsego County,7,3369,61683
1511,9005,CT,Litchfield County,4,12952,186924
1512,6057,CA,Nevada County,4,10662,98200
1513,48209,TX,Hays County,1,24332,176026
1514,45037,SC,Edgefield County,2,4180,26436
1515,55137,WI,Waushara County,8,3263,24329
1516,31125,NE,Nance County,9,432,3623
1517,20007,KS,Barber County,9,559,4947
1518,42025,PA,Carbon County,2,8210,15748
1519,20071,KS,Greeley County,9,149,2494
1520,36051,NY,Livingston County,1,8072,184443
1521,48483,TX,Wheeler County,9,736,1381
1522,6021,CA,Glenn County,6,4632,27940
1523,39015,OH,Brown County,1,7196,37749
1524,42009,PA,Bedford County,6,6550,49055
1525,26081,MI,Kent County,2,76343,621700
1526,13207,GA,Monroe County,3,3197,76351
1527,20067,KS,Grant County,7,909,7283
1528,48407,TX,San Jacinto County,1,4876,26856
1529,8075,CO,Logan County,7,3056,35987
1530,21003,KY,Allen County,6,3790,363014
1531,30043,MT,Jefferson County,9,1032,659479
1532,26041,MI,Delta County,5,5107,30483
1533,35028,NM,Los Alamos County,6,720,17798
1534,16053,ID,Jerome County,7,3644,22514
1535,28081,MS,Lee County,5,14332,661115
1536,21013,KY,Bell County,7,10096,326843
1537,29163,MO,Pike County,6,2907,63380
1538,29155,MO,Pemiscot County,7,5198,17823
1539,16081,ID,Teton County,9,1057,22268
1540,55063,WI,La Crosse County,3,14977,116713
1541,32015,NV,Lander County,7,674,6032
1542,56031,WY,Platte County,7,1031,8765
1543,27083,MN,Lyon County,7,3167,51557
1544,21041,KY,Carroll County,6,2152,47499
1545,17171,IL,Scott County,9,575,22015
1546,46057,SD,Hamlin County,9,557,5961
1547,19145,IA,Page County,7,2046,23821
1548,13133,GA,Greene County,6,3067,68267
1549,29203,MO,Shannon County,9,2133,8297
1550,37109,NC,Lincoln County,4,10179,5245
1551,35007,NM,Colfax County,7,2525,13094
1552,46029,SD,Codington County,7,3264,27853
1553,50001,VT,Addison County,6,3318,36821
1554,47149,TN,Rutherford County,1,31097,66956
1555,55081,WI,Monroe County,6,5384,76351
1556,53063,WA,Spokane County,2,64514,479398
1557,48179,TX,Gray County,6,4001,23043
1558,26045,MI,Eaton County,2,12005,108348
1559,8109,CO,Saguache County,9,1757,6208
1560,29141,MO,Morgan County,8,3885,119787
1561,16087,ID,Washington County,6,1517,32190
1562,26113,MI,Missaukee County,9,2198,15051
1563,29209,MO,Stone County,8,3960,12581
1564,38073,ND,Ransom County,8,421,5516
1565,42089,PA,Monroe County,4,19303,76351
1566,29217,MO,Vernon County,7,3498,30329
1567,55083,WI,Oconto County,2,3364,37318
1568,28045,MS,Hancock County,3,7976,54845
1569,13089,GA,DeKalb County,1,127476,713340
1570,13309,GA,Wheeler County,9,2111,1381
1571,21135,KY,Lewis County,8,3545,75081
1572,46039,SD,Deuel County,9,411,4320
1573,48211,TX,Hemphill County,9,406,4158
1574,29215,MO,Texas County,9,7130,25636
1575,5053,AR,Grant County,2,2062,7283
1576,38099,ND,Walsh County,6,1176,11104
1577,45073,SC,Oconee County,6,11021,75045
1578,13081,GA,Crisp County,6,6751,23336
1579,49025,UT,Kane County,6,745,7260
1580,40027,OK,Cleveland County,1,33109,97047
1581,36015,NY,Chemung County,3,12390,88506
1582,27121,MN,Pope County,8,991,62547
1583,16023,ID,Butte County,8,451,222090
1584,46037,SD,Day County,9,759,5596
1585,31005,NE,Arthur County,9,56,458
1586,50009,VT,Essex County,9,966,38762
1587,16051,ID,Jefferson County,3,2875,659479
1588,12077,FL,Liberty County,8,1468,76907
1589,4001,AZ,Apache County,6,23966,71934
1590,41047,OR,Marion County,2,44581,323614
1591,48271,TX,Kinney County,9,652,3586
1592,22127,LA,Winn Parish,6,3080,14813
1593,31011,NE,Boone County,9,525,24224
1594,26121,MI,Muskegon County,3,31393,171008
1595,46023,SD,Charles Mix County,9,1951,9241
1596,30073,MT,Pondera County,7,1083,6211
1597,30029,MT,Flathead County,5,11897,93068
1598,29510,MO,St. Louis city,1,73250,318416
1599,36079,NY,Putnam County,1,5844,72577
1600,18013,IN,Brown County,1,1613,37749
1601,48215,TX,Hidalgo County,2,262028,4654
1602,12069,FL,Lake County,1,39212,63860
1603,31177,NE,Washington County,2,1405,32190
1604,47071,TN,Hardin County,6,5438,26034
1605,48057,TX,Calhoun County,3,3420,135012
1606,42073,PA,Lawrence County,4,11672,33587
1607,22061,LA,Lincoln Parish,4,12959,47414
1608,39133,OH,Portage County,2,20743,70380
1609,30039,MT,Granite County,8,438,3138
1610,53037,WA,Kittitas County,6,7724,41765
1611,53005,WA,Benton County,3,20153,86591
1612,27063,MN,Jackson County,7,858,208545
1613,48181,TX,Grayson County,3,16550,122353
1614,13145,GA,Harris County,2,2883,4336853
1615,20063,KS,Gove County,9,264,2769
1616,24027,MD,Howard County,1,16536,304580
1617,26099,MI,Macomb County,1,94224,854769
1618,39029,OH,Columbiana County,4,17130,105893
1619,1075,AL,Lamar County,9,2545,49426
1620,20185,KS,Stafford County,9,547,136788
1621,51177,VA,Spotsylvania County,1,9648,127348
1622,20203,KS,Wichita County,9,244,132047
1623,38031,ND,Foster County,9,287,3366
1624,39147,OH,Seneca County,4,6782,55914
1625,28047,MS,Harrison County,3,40472,196500
1626,26119,MI,Montmorency County,9,1535,9350
1627,39045,OH,Fairfield County,1,14445,939904
1628,1079,AL,Lawrence County,3,5530,33587
1629,29019,MO,Boone County,3,27774,24224
1630,37187,NC,Washington County,7,3147,32190
1631,5127,AR,Scott County,6,1991,22015
1632,27095,MN,Mille Lacs County,6,3047,25833
1633,18093,IN,Lawrence County,4,6139,33587
1634,31157,NE,Scotts Bluff County,5,5645,36848
1635,51025,VA,Brunswick County,6,3275,115301
1636,29175,MO,Randolph County,6,3616,29415
1637,39069,OH,Henry County,6,2258,49044
1638,17091,IL,Kankakee County,3,14958,112120
1639,49003,UT,Box Elder County,4,5008,50794
1640,39087,OH,Lawrence County,2,10771,33587
1641,30097,MT,Sweet Grass County,9,351,3669
1642,26131,MI,Ontonagon County,9,925,6322
1643,47053,TN,Gibson County,4,8157,33612
1644,27145,MN,Stearns County,3,17429,152092
1645,16069,ID,Nez Perce County,3,5861,39915
1646,12029,FL,Dixie County,6,3697,15940
1647,48171,TX,Gillespie County,7,2563,25357
1648,20021,KS,Cherokee County,6,3148,27218
1649,55123,WI,Vernon County,6,5019,30329
1650,18179,IN,Wells County,2,2663,27814
1651,5107,AR,Phillips County,7,6042,4179
1652,31145,NE,Red Willow County,7,1100,11006
1653,54063,WV,Monroe County,8,2295,76351
1654,55087,WI,Outagamie County,3,14548,180345
1655,1123,AL,Tallapoosa County,6,8111,41203
1656,19133,IA,Monona County,6,1111,9121
1657,41063,OR,Wallowa County,9,1000,6814
1658,54075,WV,Pocahontas County,9,1495,8669
1659,34037,NJ,Sussex County,1,8460,206649
1660,30009,MT,Carbon County,3,1071,15748
1661,21113,KY,Jessamine County,2,8014,50173
1662,49007,UT,Carbon County,7,3013,15748
1663,29135,MO,Moniteau County,3,1696,15748
1664,39107,OH,Mercer County,7,3308,61984
1665,54069,WV,Ohio County,3,6361,43727
1666,21167,KY,Mercer County,6,3088,61984
1667,1107,AL,Pickens County,8,4756,119829
1668,51065,VA,Fluvanna County,3,1867,25977
1669,8037,CO,Eagle County,5,4239,52460
1670,13251,GA,Screven County,6,3744,14240
1671,18123,IN,Perry County,6,2612,28010
1672,39163,OH,Vinton County,9,2661,13276
1673,6073,CA,San Diego County,1,400028,3211252
1674,19083,IA,Hardin County,6,1807,26034
1675,31085,NE,Hayes County,9,150,976
1676,56041,WY,Uinta County,7,2183,21066
1677,46059,SD,Hand County,9,295,3391
1678,27163,MN,Washington County,1,11304,32190
1679,48207,TX,Haskell County,6,1258,13052
1680,26083,MI,Keweenaw County,9,269,2191
1681,48129,TX,Donley County,8,593,3522
1682,37025,NC,Cabarrus County,1,21980,187226
1683,30013,MT,Cascade County,3,11333,82384
1684,40049,OK,Garvin County,6,4791,27334
1685,30031,MT,Gallatin County,5,11526,94720
1686,35055,NM,Taos County,7,7354,33035
1687,18161,IN,Union County,8,912,25652
1688,51700,VA,Newport News city,1,25395,
1689,37127,NC,Nash County,3,15151,95093
1690,50021,VT,Rutland County,5,7591,60622
1691,21197,KY,Powell County,6,3185,6993
1692,37041,NC,Chowan County,7,2665,14726
1693,48489,TX,Willacy County,6,7076,21921
1694,27035,MN,Crow Wing County,5,6975,63208
1695,41041,OR,Lincoln County,4,9289,5245
1696,31167,NE,Stanton County,9,449,6133
1697,55105,WI,Rock County,3,20393,160739
1698,36007,NY,Broome County,2,30417,197534
1699,28017,MS,Chickasaw County,7,3715,17311
1700,36081,NY,Queens County,1,307866,
1701,40139,OK,Texas County,7,2861,25636
1702,42115,PA,Susquehanna County,6,5117,42286
1703,22113,LA,Vermilion Parish,4,11669,59253
1704,20163,KS,Rooks County,9,592,5190
1705,54095,WV,Tyler County,6,1431,21464
1706,51149,VA,Prince George County,1,3176,37253
1707,13033,GA,Burke County,2,5986,89842
1708,16079,ID,Shoshone County,6,2319,12690
1709,20133,KS,Neosho County,7,2552,16430
1710,18027,IN,Daviess County,7,4609,98218
1711,13101,GA,Echols County,3,913,4057
1712,31081,NE,Hamilton County,7,697,4773
1713,8105,CO,Rio Grande County,7,1972,11803
1714,5079,AR,Lincoln County,3,2726,5245
1715,12017,FL,Citrus County,4,23472,139271
1716,48387,TX,Red River County,6,2057,12470
1717,41019,OR,Douglas County,4,16692,106940
1718,22117,LA,Washington Parish,6,12371,46419
1719,28115,MS,Pontotoc County,7,5725,37992
1720,1005,AL,Barbour County,6,6787,16770
1721,31129,NE,Nuckolls County,9,525,4413
1722,16063,ID,Lincoln County,9,665,5245
1723,46111,SD,Sanborn County,9,268,2324
1724,12051,FL,Hendry County,4,9712,37471
1725,37179,NC,Union County,1,20266,25652
1726,48039,TX,Brazoria County,1,34053,330242
1727,20087,KS,Jefferson County,3,1765,659479
1728,8051,CO,Gunnison County,7,2128,15507
1729,12123,FL,Taylor County,6,4291,20610
1730,47069,TN,Hardeman County,6,5443,26306
1731,28137,MS,Tate County,1,4648,28373
1732,8063,CO,Kit Carson County,7,1023,8037
1733,18011,IN,Boone County,1,4481,24224
1734,55133,WI,Waukesha County,1,20315,393843
1735,8011,CO,Bent County,7,1358,5688
1736,51800,VA,Suffolk city,1,10303,
1737,13191,GA,McIntosh County,3,2847,14007
1738,36111,NY,Ulster County,3,23815,180998
1739,41021,OR,Gilliam County,9,223,1947
1740,39019,OH,Carroll County,2,3475,47499
1741,45057,SC,Lancaster County,4,11381,529600
1742,48279,TX,Lamb County,6,2803,13775
1743,51540,VA,Charlottesville city,3,10235,
1744,55089,WI,Ozaukee County,1,4626,87054
1745,22115,LA,Vernon Parish,4,7191,52606
1746,42077,PA,Lehigh County,2,48796,355092
1747,8021,CO,Conejos County,9,1836,8277
1748,13065,GA,Clinch County,6,1752,6795
1749,16001,ID,Ada County,2,46600,416464
1750,24015,MD,Cecil County,1,10099,101913
1751,18095,IN,Madison County,3,21548,7712
1752,9015,CT,Windham County,4,13297,117604
1753,36099,NY,Seneca County,6,4322,55914
1754,20023,KS,Cheyenne County,9,292,10091
1755,22049,LA,Jackson Parish,6,3122,16112
1756,28109,MS,Pearl River County,6,10031,55072
1757,54105,WV,Wirt County,3,1049,5901
1758,1031,AL,Coffee County,6,7271,50938
1759,39125,OH,Paulding County,6,2004,19254
1760,18061,IN,Harrison County,1,3997,196500
1761,28051,MS,Holmes County,6,7249,19717
1762,48481,TX,Wharton County,4,7163,41216
1763,20199,KS,Wallace County,9,179,1569
1764,41009,OR,Columbia County,1,5537,49344
1765,29125,MO,Maries County,8,1331,9018
1766,48265,TX,Kerr County,4,7348,49953
1767,29147,MO,Nodaway County,6,3251,23261
1768,48037,TX,Bowie County,3,16884,93487
1769,12097,FL,Osceola County,1,49326,298504
1770,20201,KS,Washington County,9,588,32190
1771,6003,CA,Alpine County,8,199,1159
1772,20207,KS,Woodson County,9,571,3221
1773,39173,OH,Wood County,2,14060,86569
1774,24017,MD,Charles County,1,11536,152864
1775,37153,NC,Richmond County,4,10900,202003
1776,48069,TX,Castro County,6,1372,8030
1777,22029,LA,Concordia Parish,7,5239,20442
1778,6013,CA,Contra Costa County,1,97573,1094205
1779,17061,IL,Greene County,6,1928,68267
1780,35001,NM,Bernalillo County,2,107909,674221
1781,23009,ME,Hancock County,6,5877,54845
1782,23023,ME,Sagadahoc County,2,3245,35013
1783,47147,TN,Robertson County,1,7061,16486
1784,44005,RI,Newport County,1,7120,145736
1785,17051,IL,Fayette County,6,3013,45599
1786,29073,MO,Gasconade County,6,1758,14901
1787,28143,MS,Tunica County,1,3164,10560
1788,13039,GA,Camden County,4,7573,43862
1789,21015,KY,Boone County,1,9662,24224
1790,20105,KS,Lincoln County,9,373,5245
1791,12113,FL,Santa Rosa County,2,17308,161096
1792,42107,PA,Schuylkill County,4,17479,146920
1793,42067,PA,Juniata County,6,2490,24768
1794,17009,IL,Brown County,7,774,37749
1795,39081,OH,Jefferson County,3,10469,659479
1796,18071,IN,Jackson County,4,5677,208545
1797,19087,IA,Henry County,7,2279,49044
1798,48261,TX,Kenedy County,9,65,412
1799,17197,IL,Will County,1,48627,682829
1800,45025,SC,Chesterfield County,6,9310,46197
1801,5061,AR,Howard County,7,2455,304580
1802,48095,TX,Concho County,8,682,4043
1803,17079,IL,Jasper County,7,1009,35649
1804,12041,FL,Gilchrist County,3,2825,16931
1805,35029,NM,Luna County,6,6601,24659
1806,13017,GA,Ben Hill County,7,4467,17515
1807,46135,SD,Yankton County,7,2428,22696
1808,22005,LA,Ascension Parish,2,12864,114393
1809,37081,NC,Guilford County,2,92205,506610
1810,51023,VA,Botetourt County,2,2560,33002
1811,18039,IN,Elkhart County,3,26390,200563
1812,21105,KY,Hickman County,9,884,24267
1813,39053,OH,Gallia County,6,5995,30621
1814,42011,PA,Berks County,2,52766,413521
1815,48399,TX,Runnels County,6,1766,10309
1816,29169,MO,Pulaski County,5,6044,391284
1817,51147,VA,Prince Edward County,6,4274,22802
1818,30005,MT,Blaine County,9,1581,21329
1819,54055,WV,Mercer County,5,11978,61984
1820,48245,TX,Jefferson County,2,47920,659479
1821,22011,LA,Beauregard Parish,6,5243,36167
1822,13169,GA,Jones County,3,3482,1001
1823,29167,MO,Polk County,2,5004,31569
1824,25025,MA,Suffolk County,1,143799,1499738
1825,51083,VA,Halifax County,6,6380,35401
1826,55119,WI,Taylor County,6,2376,20610
1827,47075,TN,Haywood County,6,3530,59183
1828,29063,MO,DeKalb County,3,1429,713340
1829,37155,NC,Robeson County,4,35835,134841
1830,21235,KY,Whitley County,7,10026,35766
1831,17143,IL,Peoria County,2,27254,188429
1832,50025,VT,Windham County,6,5318,117604
1833,12049,FL,Hardee County,6,6081,27519
1834,6069,CA,San Benito County,1,6206,57600
1835,30047,MT,Lake County,6,5645,63860
1836,27067,MN,Kandiyohi County,4,4815,42410
1837,48233,TX,Hutchinson County,6,2783,21819
1838,51720,VA,Norton city,7,875,
1839,30001,MT,Beaverhead County,7,1291,9341
1840,38097,ND,Traill County,8,642,8245
1841,36089,NY,St. Lawrence County,5,17225,111963
1842,48249,TX,Jim Wells County,4,9459,41680
1843,19067,IA,Floyd County,7,2004,38728
1844,21161,KY,Mason County,6,3256,27126
1845,46069,SD,Hyde County,9,122,5721
1846,8069,CO,Larimer County,2,37023,315988
1847,45089,SC,Williamsburg County,6,9141,33067
1848,19165,IA,Shelby County,6,1037,939465
1849,4019,AZ,Pima County,2,180513,996554
1850,29049,MO,Clinton County,1,2089,81591
1851,51091,VA,Highland County,9,293,43299
1852,5131,AR,Sebastian County,2,21232,127342
1853,5003,AR,Ashley County,7,3636,21283
1854,41005,OR,Clackamas County,1,35366,388263
1855,29089,MO,Howard County,3,1484,304580
1856,56019,WY,Johnson County,7,737,8628
1857,36009,NY,Cattaraugus County,4,11014,78892
1858,44009,RI,Washington County,1,11789,32190
1859,39135,OH,Preble County,2,4494,41732
1860,37141,NC,Pender County,2,8683,55334
1861,40031,OK,Comanche County,3,18024,124937
